CountryName,OfficialName,Code,ISO3Code,UNCode,UNICEFCode,MDGRegion1,MDGRegion1excl,MDGRegion2,MDGRegion3,MDGRegion4,MDGRegion5,MDGRegion6,UNICEFProgRegion1,UNICEFProgRegion2,UNICEFProgRegion3,UNICEFProgRegion4,UNICEFProgRegion5,UNICEFProgRegion6,ECACountries,WHORegion1,WBRegion1,WBRegion2,WBRegion3,WBRegion4,WBRegion5,UNPDRegion1,UNPDRegion2,UNPDRegion3,UNPDRegion4,UNPDRegion5,OICRegion1,OICRegion2,OICRegion3,OICRegion4,Countdown.and.COIA.75.Priority.Countries,ECAAfrica,AURegion1,AURegion2,FragileCountries2013,FragileCountries2014,FragileCountries2015,FragileCountries2017,FragileCountries2018,FragileCountries2018OECD1,FragileCountries2018OECD2,FragileCountries2019,FCSCountries2020,USAIDcountry,M49Region1,M49Region2,M49Region3,SDGSimpleRegion1,SDGSimpleRegion2,SDGSimpleRegion3,SDGSimpleRegion4,SDGSimpleRegion5,SDGSimpleRegion6,SDGRegion1,SDGRegion2,SDGRegion3,SDGRegion4,SDGRegion5,SDGRegion6,SDGRegion7,HAC2020,HAC2019,GlobalStrategy,Conflict,UNICEFReportRegion1,UNICEFReportRegion2,Wealthdata1,Wealthdata2,Wealthdata3,WealthdataGlobal,Wealthall1,Wealthall2,Wealthall3,WealthallGlobal,UNRegion,AfricanEconomicCommunity,GAVICountries,SDGRCRegion1,SDGRCRegion2,SDGRCRegion3,SDGRCRegion4,SDGRCRegion5,SDGRCRegion6,SDGRCRegion7,SDGRCRegion8,SDGRCRegion9,SDGRCRegion10,SDGRCRegion11,SDGRCRegion12,SDGRCRegion13,SDGRCRegion14,SDGRCRegion15,JHURegion,SPhumanitarian,JHUFragile2021,LiST_UNICEFProgramm,LiST_UNICEFReport,LiST_all,ListSBRESCAP,ListSBR,EAPRORegion1,EAPRORegion2,EAPRORegion3,EAPRORegion4,EAPRORegion5,EAPRORegion6,EAPRORegion7,EAPRORegion8,EAPRORegion9
Guyana,Guyana,122,GUY,328,GUY,Latin America and the Caribbean,Latin America and the Caribbean,Developing regions,,,Latin America,SIDS,Latin America and the Caribbean,Latin America and the Caribbean,,Developing countries,,,,Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Upper middle income,Low and middle income,Latin America and the Caribbean,,Less developed regions,Excluding least developed countries,Excluding China,OIC,Asia/other,OIC Lower middle income,OIC Middle income,Countdown,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Americas,Latin America and the Caribbean,South America,Latin America and the Caribbean,,,Small island developing States (SIDS),,,Latin America and the Caribbean (MDG=M49),Latin America and the Caribbean (MDG=M49),South America (M49),Latin America and the Caribbean (MDG=M49),,Small island developing States (SIDS),Developing regions (MDG),HAC,HAC,,Non conflict,Latin America and Caribbean,,Latin America and Caribbean,,Upper middle income,Low and middle income,Latin America and Caribbean,,Upper middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),,GAVI,,ECLAC_All countries,,,ECLAC_Carribean,,,,,,,,ESCAP_Latin America (LAC),,,Latin America and Caribbean,Non-humanitarian,,Latin America and the Caribbean,Latin America and Caribbean,LiST,,LiSTSBR,,,,,,,,,
Haiti,Haiti,104,HTI,332,HTI,Latin America and the Caribbean,Latin America and the Caribbean,Developing regions,,Least developed countries,Caribbean,SIDS,Latin America and the Caribbean,Latin America and the Caribbean,,Developing countries,Least developed countries,,,Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Low income,Low income,Low and middle income,Latin America and the Caribbean,,Less developed regions,Least developed countries,Excluding China,,,,,Countdown,,,,Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile and Conflict-affected Situation,USAID,Americas,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,,Least developed countries (LDCs),Small island developing States (SIDS),,,Latin America and the Caribbean (MDG=M49),Latin America and the Caribbean (MDG=M49),Caribbean (M49),Latin America and the Caribbean (MDG=M49),Least developed countries (LDCs),Small island developing States (SIDS),Developing regions (MDG),HAC,HAC,Global Strategy,Non conflict,Latin America and Caribbean,,Latin America and Caribbean,,Low income,Low and middle income,Latin America and Caribbean,,Low income,Low and middle income,Latin American and Caribbean Group (GRULAC),,GAVI,,ECLAC_All countries,,,ECLAC_Latin America,,,,,,,,ESCAP_Latin America (LAC),,,Latin America and Caribbean,Non-humanitarian,Fragile,Latin America and the Caribbean,Latin America and Caribbean,LiST,,LiSTSBR,,,,,,,,,
Honduras,Honduras,123,HND,340,HON,Latin America and the Caribbean,Latin America and the Caribbean,Developing regions,,,Latin America,,Latin America and the Caribbean,Latin America and the Caribbean,,Developing countries,,,,Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Lower middle income,Low and middle income,Latin America and the Caribbean,,Less developed regions,Excluding least developed countries,Excluding China,,,,,Countdown,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,non-FCS,,Americas,Latin America and the Caribbean,Central America,Latin America and the Caribbean,,,,,,Latin America and the Caribbean (MDG=M49),Latin America and the Caribbean (MDG=M49),Central America (M49),Latin America and the Caribbean (MDG=M49),,,Developing regions (MDG),,,,Non conflict,Latin America and Caribbean,,Latin America and Caribbean,,Lower middle income,Low and middle income,Latin America and Caribbean,,Lower middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),,,,ECLAC_All countries,,,ECLAC_Latin America,,,,,,,,ESCAP_Latin America (LAC),,,Latin America and Caribbean,Non-humanitarian,,Latin America and the Caribbean,Latin America and Caribbean,LiST,,LiSTSBR,,,,,,,,,
Hungary,Hungary,164,HUN,348,HUN,Developed regions,Developed regions,Developed regions,,,,,Industrialized countries,Industrialized countries,,,,,,Europe,Europe and Central Asia,,High income,High income,,Europe,,More developed regions,More developed regions,,,,,,,,,,,,,,,Non-fragile,,,non-FCS,,Europe,Eastern Europe,,Northern America and Europe,Europe,,,"North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Northern America (M49) and Europe (M49),Europe (M49),Eastern Europe (M49),Developed regions (MDG),,,Developed regions,,,,,Europe and Central Asia,Western Europe,,,,,,,,,Eastern European Group,,,,ECE_All countries,ECE_European Union (EMU),,,,,,,,,,ESCAP_Europe (Europe),,,High Income Countries,Non-humanitarian,,,,,,,,,,,,,,,
Iceland,Iceland,177,ISL,352,ICE,Developed regions,Developed regions,Developed regions,,,,,Industrialized countries,Industrialized countries,,,,,,Europe,Europe and Central Asia,,High income,High income,,Europe,,More developed regions,More developed regions,,,,,,,,,,,,,,,Non-fragile,,,non-FCS,,Europe,Northern Europe,,Northern America and Europe,Europe,,,"North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Northern America (M49) and Europe (M49),Europe (M49),Northern Europe (M49),Developed regions (MDG),,,Developed regions,,,,,Europe and Central Asia,Western Europe,,,,,,,,,Western European and Others Group (WEOG),,,,ECE_All countries,,,,,,,,,,,ESCAP_Europe (Europe),,,High Income Countries,Non-humanitarian,,,,,,,,,,,,,,,
India,India,72,IND,356,IND,Southern Asia,,Developing regions,,,,,South Asia,South Asia,Asia,Developing countries,,,,South-East Asia,South Asia,South Asia (excluding high-income),Middle income,Lower middle income,Low and middle income,Asia,,Less developed regions,Excluding least developed countries,Excluding China,,,,,Countdown,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,USAID,Asia,Southern Asia,,Central Asia and Southern Asia,Southern Asia,,,,,Central Asia (M49) and Southern Asia (MDG=M49),Asia (M49),Southern Asia (MDG=M49),Southern Asia (MDG=M49),,,Developing regions (MDG),,,,Conflict,South Asia,,South Asia,,Lower middle income,Low and middle income,South Asia,,Lower middle income,Low and middle income,Asia-Pacific Group,,GAVI,,,,,,ESCAP_ADB Group B (ADB_DMC_B),ESCAP_SAARC (SAARC),,,,,ESCAP_South and South-West Asia (SSWA),ESCAP_All countries,,,South Asia,Non-humanitarian,,South Asia,South Asia,LiST,LiSTSBR,LiSTSBR,,,,,,,,,
Indonesia,Indonesia,96,IDN,360,IDS,South-eastern Asia,South-eastern Asia,Developing regions,,,,,East Asia and Pacific,East Asia and Pacific,Asia,Developing countries,,,,South-East Asia,East Asia and Pacific,East Asia and Pacific (excluding high-income),Middle income,Upper middle income,Low and middle income,Asia,,Less developed regions,Excluding least developed countries,Excluding China,OIC,Asia/other,OIC Lower middle income,OIC Middle income,Countdown,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,USAID,Asia,South-Eastern Asia,,Eastern Asia and South-eastern Asia,South-eastern Asia,,,South Eastern Asia and Oceania (excl. Australia and New Zealand),,Eastern Asia (M49) and South-eastern Asia (MDG=M49),Asia (M49),South-eastern Asia (MDG=M49),South-eastern Asia (MDG=M49),,,Developing regions (MDG),,,,Non conflict,East Asia and Pacific,,East Asia and Pacific,,Upper middle income,Low and middle income,East Asia and Pacific,,Upper middle income,Low and middle income,Asia-Pacific Group,,GAVI,,,,,,ESCAP_ADB Group C (ADB_DMC_C),ESCAP_ASEAN (ASEAN),,,,,ESCAP_South-East Asia (SEA),ESCAP_All countries,,,East Asia and the Pacific,Non-humanitarian,,East Asia and Pacific,East Asia and Pacific,LiST,LiSTSBR,LiSTSBR,EAPR Program Countries,EAPR Program Countries (excluding China),,,EAPR Countries,EAPR Countries (excluding China),,,ASEAN Countries
Iran,Iran (Islamic Republic of),53,IRN,364,IRN,Southern Asia,Southern Asia excluding India,Developing regions,,,,,Middle East and North Africa,Middle East and North Africa,,Developing countries,,Middle East,,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa (excluding high-income),Middle income,Upper middle income,Low and middle income,Asia,,Less developed regions,Excluding least developed countries,Excluding China,OIC,Asia/other,OIC Upper middle income,OIC Middle income,,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,non-FCS,,Asia,Southern Asia,,Central Asia and Southern Asia,Southern Asia,,,,,Central Asia (M49) and Southern Asia (MDG=M49),Asia (M49),Southern Asia (MDG=M49),Southern Asia (MDG=M49),,,Developing regions (MDG),,,,Non conflict,Middle East and North Africa,,,,,,Middle East and North Africa,,Upper middle income,Low and middle income,Asia-Pacific Group,,,,,,,,,,ESCAP_ECO (ECO),,,,ESCAP_South and South-West Asia (SSWA),ESCAP_All countries,,,Middle East and North Africa,Non-humanitarian,,,,,,,,,,,,,,,
Iraq,Iraq,54,IRQ,368,IRQ,Western Asia,Western Asia,Developing regions,,,,,Middle East and North Africa,Middle East and North Africa,,Developing countries,,Middle East,,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa (excluding high-income),Middle income,Upper middle income,Low and middle income,Asia,,Less developed regions,Excluding least developed countries,Excluding China,OIC,Arab,OIC Lower middle income,OIC Middle income,Countdown,,,,Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile and Conflict-affected Situation,,Asia,Western Asia,,Western Asia and Northern Africa,Western Asia,,,,,Western Asia (M49) and Northern Africa (M49),Asia (M49),Western Asia (M49),Western Asia (MDG),,,Developing regions (MDG),HAC,HAC,,Conflict,Middle East and North Africa,,Middle East and North Africa,,Upper middle income,Low and middle income,Middle East and North Africa,,Upper middle income,Low and middle income,Asia-Pacific Group,,,,,,,,,,,,,,,ESCAP_Other Area (OTH_REGION),ESCWA_All countries,ESCWA_Arab countries,Middle East and North Africa,Humanitarian,Fragile,Middle East and North Africa,Middle East and North Africa,LiST,,LiSTSBR,,,,,,,,,
Ireland,Ireland,178,IRL,372,IRE,Developed regions,Developed regions,Developed regions,,,,,Industrialized countries,Industrialized countries,,,,,,Europe,Europe and Central Asia,,High income,High income,,Europe,,More developed regions,More developed regions,,,,,,,,,,,,,,,Non-fragile,,,non-FCS,,Europe,Northern Europe,,Northern America and Europe,Europe,,,"North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Northern America (M49) and Europe (M49),Europe (M49),Northern Europe (M49),Developed regions (MDG),,,Developed regions,,,,,Europe and Central Asia,Western Europe,,,,,,,,,Western European and Others Group (WEOG),,,,ECE_All countries,ECE_European Union (EMU),ECE_Euro area (E25),,,,,,,,,ESCAP_Europe (Europe),,,High Income Countries,Non-humanitarian,,,,,,,,,,,,,,,
Israel,Israel,158,ISR,376,ISR,Developed regions,Developed regions,Developed regions,,,,,Industrialized countries,Industrialized countries,,Developing countries,,,,Europe,Middle East and North Africa,,High income,High income,,Asia,,Less developed regions,Excluding least developed countries,Excluding China,,,,,,,,,,,,,,Non-fragile,,,non-FCS,,Asia,Western Asia,,Western Asia and Northern Africa,Western Asia,,,,,Western Asia (M49) and Northern Africa (M49),Asia (M49),Western Asia (M49),Developed regions (MDG),,,Developed regions,,,,,Middle East and North Africa,,,,,,,,,,Western European and Others Group (WEOG),,,,ECE_All countries,,,,,,,,,,,ESCAP_Other Area (OTH_REGION),,,High Income Countries,Non-humanitarian,,,,,,,,,,,,,,,
Italy,Italy,179,ITA,380,ITY,Developed regions,Developed regions,Developed regions,,,,,Industrialized countries,Industrialized countries,,,,,,Europe,Europe and Central Asia,,High income,High income,,Europe,,More developed regions,More developed regions,,,,,,,,,,,,,,,Non-fragile,,,non-FCS,,Europe,Southern Europe,,Northern America and Europe,Europe,,,"North America, Europe, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Northern America (M49) and Europe (M49),Europe (M49),Southern Europe (M49),Developed regions (MDG),,,Developed regions,HAC,HAC,,,Europe and Central Asia,Western Europe,,,,,,,,,Western European and Others Group (WEOG),,,,ECE_All countries,ECE_European Union (EMU),ECE_Euro area (E25),,,,,,,,,ESCAP_Europe (Europe),,,High Income Countries,Non-humanitarian,,,,,,,,,,,,,,,
Jamaica,Jamaica,124,JAM,388,JAM,Latin America and the Caribbean,Latin America and the Caribbean,Developing regions,,,Caribbean,SIDS,Latin America and the Caribbean,Latin America and the Caribbean,,Developing countries,,,,Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Upper middle income,Low and middle income,Latin America and the Caribbean,,Less developed regions,Excluding least developed countries,Excluding China,,,,,Countdown,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Americas,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,,,Small island developing States (SIDS),,,Latin America and the Caribbean (MDG=M49),Latin America and the Caribbean (MDG=M49),Caribbean (M49),Latin America and the Caribbean (MDG=M49),,Small island developing States (SIDS),Developing regions (MDG),,,,Non conflict,Latin America and Caribbean,,,,,,Latin America and Caribbean,,Upper middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),,,,ECLAC_All countries,,,ECLAC_Carribean,,,,,,,,ESCAP_Latin America (LAC),,,Latin America and Caribbean,Non-humanitarian,,Latin America and the Caribbean,Latin America and Caribbean,LiST,,LiSTSBR,,,,,,,,,
Japan,Japan,180,JPN,392,JPN,Developed regions,Developed regions,Developed regions,,,,,Industrialized countries,Industrialized countries,,,,,,Western Pacific,East Asia and Pacific,,High income,High income,,Asia,,More developed regions,More developed regions,,,,,,,,,,,,,,,Non-fragile,,,non-FCS,,Asia,Eastern Asia,,Eastern Asia and South-eastern Asia,Eastern Asia,,,,,Eastern Asia (M49) and South-eastern Asia (MDG=M49),Asia (M49),Eastern Asia (M49),Developed regions (MDG),,,Developed regions,,,,,East Asia and Pacific,,,,,,,,,,Asia-Pacific Group,,,,,,,,,,,ESCAP_ENEA including Russian Fed (ENEA_RUS),,,ESCAP_East and North-East Asia (ENEA),ESCAP_All countries,,,High Income Countries,Non-humanitarian,,,,,,,,,,,EAPR Countries,EAPR Countries (excluding China),,,
Jordan,Jordan,55,JOR,400,JDN,Western Asia,Western Asia,Developing regions,,,,,Middle East and North Africa,Middle East and North Africa,,Developing countries,,Middle East,,Eastern Mediterranean,Middle East and North Africa,Middle East and North Africa (excluding high-income),Middle income,Upper middle income,Low and middle income,Asia,,Less developed regions,Excluding least developed countries,Excluding China,OIC,Arab,OIC Upper middle income,OIC Middle income,,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Asia,Western Asia,,Western Asia and Northern Africa,Western Asia,,,,,Western Asia (M49) and Northern Africa (M49),Asia (M49),Western Asia (M49),Western Asia (MDG),,,Developing regions (MDG),HAC,HAC,,Non conflict,Middle East and North Africa,,Middle East and North Africa,,Upper middle income,Low and middle income,Middle East and North Africa,,Upper middle income,Low and middle income,Asia-Pacific Group,,,,,,,,,,,,,,,ESCAP_Other Area (OTH_REGION),ESCWA_All countries,ESCWA_Arab countries,Middle East and North Africa,Non-humanitarian,,Middle East and North Africa,Middle East and North Africa,LiST,,LiSTSBR,,,,,,,,,
Kazakhstan,Kazakhstan,140,KAZ,398,KAZ,Caucasus and Central Asia,Caucasus and Central Asia,Developing regions,,,,LLDC,CEE/CIS,CEE/CIS,,Developing countries,,,,Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Upper middle income,Low and middle income,Asia,,Less developed regions,Excluding least developed countries,Excluding China,OIC,Asia/other,OIC Upper middle income,OIC Middle income,,,,,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,,Non-fragile,non-FCS,,Asia,Central Asia,,Central Asia and Southern Asia,Central Asia,,Landlocked developing countries (LLDCs),,"Australia and New Zealand, Central Asia, Europe and North America",Central Asia (M49) and Southern Asia (MDG=M49),Asia (M49),Central Asia (M49),Caucasus and Central Asia (MDG),,Landlocked developing countries (LLDCs),Developing regions (MDG),,,,Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Asia-Pacific Group,,,,ECE_All countries,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",ECE_CIS (CWG),,ESCAP_ADB Group C (ADB_DMC_C),,ESCAP_ECO (ECO),,,ESCAP_LLDC (LLDC_E),ESCAP_North and Central Asia (NCA),ESCAP_All countries,,,Eastern Europe and Central Asia,Non-humanitarian,,Europe and Central Asia,Eastern Europe and Central Asia,LiST,LiSTSBR,LiSTSBR,,,,,,,,,
